label,value,year,Pop
infant mortality decrease,0.0264231177986133,1999 - 2004,Hungary
infant mortality decrease,0.0194834234307321,2004 - 2009,Hungary
infant mortality decrease,-0.0298204270121619,2009 - 2014,Hungary
Background,0.265963429230173,1959 - 1964,Hungary
Background,0.110049762404533,1964 - 1969,Hungary
Background,0.178406879619431,1969 - 1974,Hungary
Background,0.510561865814134,1974 - 1979,Hungary
Background,0.395416802214209,1979 - 1984,Hungary
Background,-1.39103873586107e-10,1984 - 1989,Hungary
Background,7.9506174817082e-11,1989 - 1994,Hungary
Background,-4.1613532701532e-11,1994 - 1999,Hungary
Background,2.86645692220198e-11,1999 - 2004,Hungary
Background,1.90532459948757e-11,2004 - 2009,Hungary
Background,-1.47318972418574e-11,2009 - 2014,Hungary
Compression,0.012728280188776,1959 - 1964,Hungary
Compression,-0.0587860168343563,1964 - 1969,Hungary
Compression,-0.241388343132147,1969 - 1974,Hungary
Compression,-0.372056860508078,1974 - 1979,Hungary
Compression,-0.40590545391998,1979 - 1984,Hungary
Compression,-0.195782580902004,1984 - 1989,Hungary
Compression,-0.243173500057917,1989 - 1994,Hungary
Compression,0.239026365652226,1994 - 1999,Hungary
Compression,0.142567064891422,1999 - 2004,Hungary
Compression,0.193407816619941,2004 - 2009,Hungary
Compression,0.287830205292094,2009 - 2014,Hungary
Shift,0.806619265789103,1959 - 1964,Hungary
Shift,-0.928786854478615,1964 - 1969,Hungary
Shift,-0.165583247906682,1969 - 1974,Hungary
Shift,-1.24557394788985,1974 - 1979,Hungary
Shift,-1.59352144684042,1979 - 1984,Hungary
Shift,0.0567457115108121,1984 - 1989,Hungary
Shift,-0.473499739489043,1989 - 1994,Hungary
Shift,1.22510842977188,1994 - 1999,Hungary
Shift,1.71020389104194,1999 - 2004,Hungary
Shift,1.09388208546996,2004 - 2009,Hungary
Shift,1.88847589184454,2009 - 2014,Hungary
infant mortlaiy initial,0.209282128797191,1959 - 1964,Latvia
infant mortlaiy initial,0.112147103871413,1964 - 1969,Latvia
infant mortlaiy initial,0.0389267160331282,1969 - 1974,Latvia
infant mortlaiy initial,-0.0437457067047411,1974 - 1979,Latvia
infant mortlaiy initial,0.18142542055115,1979 - 1984,Latvia
infant mortlaiy initial,0.0705596082071278,1984 - 1989,Latvia
infant mortlaiy initial,-0.067711106224552,1989 - 1994,Latvia
infant mortlaiy initial,0.126600155058252,1994 - 1999,Latvia
infant mortlaiy initial,0.0438393756301935,1999 - 2004,Latvia
infant mortlaiy initial,0.0233879893513351,2004 - 2009,Latvia
infant mortlaiy initial,0.0652027392156299,2009 - 2014,Latvia
infant mortality decrease,-0.174425008128895,1959 - 1964,Latvia
infant mortality decrease,0.124270064224682,1964 - 1969,Latvia
infant mortality decrease,-0.178338171498259,1969 - 1974,Latvia
infant mortality decrease,-0.152654774039167,1974 - 1979,Latvia
infant mortality decrease,0.0520772318821113,1979 - 1984,Latvia
infant mortality decrease,0.156311738716605,1984 - 1989,Latvia
infant mortality decrease,-0.00234580400702462,1989 - 1994,Latvia
infant mortality decrease,-0.0424927184370883,1994 - 1999,Latvia
infant mortality decrease,0.0177886796111224,1999 - 2004,Latvia
infant mortality decrease,-0.041659209710196,2004 - 2009,Latvia
infant mortality decrease,0.0797253397676947,2009 - 2014,Latvia
Background,1.61473564049498,1959 - 1964,Latvia
Background,0.401018315369846,1964 - 1969,Latvia
Background,0.582601828185782,1969 - 1974,Latvia
Background,0.40415988531147,1974 - 1979,Latvia
Background,0.104514497075062,1979 - 1984,Latvia
Background,-0.37797338010698,1984 - 1989,Latvia
Background,0.81320295528596,1989 - 1994,Latvia
Background,4.37022440485706e-10,1994 - 1999,Latvia
Background,1.05319548162772e-10,1999 - 2004,Latvia
Background,-6.18118782003155e-10,2004 - 2009,Latvia
Background,-2.49494962245799e-11,2009 - 2014,Latvia
Compression,-0.561847353197001,1959 - 1964,Latvia
Compression,-0.612722206179925,1964 - 1969,Latvia
Compression,-0.215436087822163,1969 - 1974,Latvia
Compression,-0.170691451620959,1974 - 1979,Latvia
Compression,0.0622908054673959,1979 - 1984,Latvia
Compression,0.211653612947571,1984 - 1989,Latvia
Compression,-0.936703362393247,1989 - 1994,Latvia
Compression,0.449777087287491,1994 - 1999,Latvia
Compression,0.29789809544279,1999 - 2004,Latvia
Compression,0.135040214658655,2004 - 2009,Latvia
Compression,0.0247040227339852,2009 - 2014,Latvia
Shift,0.198019015449656,1959 - 1964,Latvia
Shift,-2.30927643165662,1964 - 1969,Latvia
Shift,-0.61004508850467,1969 - 1974,Latvia
Shift,-1.51672944771052,1974 - 1979,Latvia
Shift,-0.0659274693869811,1979 - 1984,Latvia
Shift,1.17510835880977,1984 - 1989,Latvia
Shift,-6.60383146073222,1989 - 1994,Latvia
Shift,4.88635752141448,1994 - 1999,Latvia
Shift,0.949520251191911,1999 - 2004,Latvia
Shift,1.67270472993722,2004 - 2009,Latvia
Shift,1.28721887053747,2009 - 2014,Latvia
infant mortlaiy initial,0.582263458496875,1959 - 1964,Lithuania
infant mortlaiy initial,0.24132908767925,1964 - 1969,Lithuania
infant mortlaiy initial,0.0028577311699258,1969 - 1974,Lithuania
infant mortlaiy initial,0.0925653812426471,1974 - 1979,Lithuania
infant mortlaiy initial,0.0985999351272332,1979 - 1984,Lithuania
infant mortlaiy initial,0.124993179587492,1984 - 1989,Lithuania
infant mortlaiy initial,-0.109706356006012,1989 - 1994,Lithuania
infant mortlaiy initial,0.125279871409375,1994 - 1999,Lithuania
infant mortlaiy initial,-0.00392852623773285,1999 - 2004,Lithuania
infant mortlaiy initial,0.0329833324089494,2004 - 2009,Lithuania
infant mortlaiy initial,0.0563759384998618,2009 - 2014,Lithuania
infant mortality decrease,0.0138037188998727,1959 - 1964,Lithuania
infant mortality decrease,-0.191376274305432,1964 - 1969,Lithuania
infant mortality decrease,0.0875986612030003,1969 - 1974,Lithuania
infant mortality decrease,-0.0978694593610899,1974 - 1979,Lithuania
infant mortality decrease,0.0247606717331639,1979 - 1984,Lithuania
infant mortality decrease,0.00122309963581331,1984 - 1989,Lithuania
infant mortality decrease,0.0950024905187725,1989 - 1994,Lithuania
infant mortality decrease,0.0199165374379689,1994 - 1999,Lithuania
infant mortality decrease,0.0250824083687177,1999 - 2004,Lithuania
infant mortality decrease,0.0681180394764836,2004 - 2009,Lithuania
infant mortality decrease,-0.0694633919435495,2009 - 2014,Lithuania
Background,1.01313979438871,1959 - 1964,Lithuania
Background,0.538784523442026,1964 - 1969,Lithuania
Background,0.843086109964969,1969 - 1974,Lithuania
Background,-0.41586008230989,1974 - 1979,Lithuania
Background,0.531668539788089,1979 - 1984,Lithuania
Background,-0.0492696617915892,1984 - 1989,Lithuania
Background,0.000531486189940838,1989 - 1994,Lithuania
Background,5.40650870553629e-10,1994 - 1999,Lithuania
Background,5.3412759121584e-10,1999 - 2004,Lithuania
Background,-1.28574800914449e-09,2004 - 2009,Lithuania
Background,4.59797148239867e-10,2009 - 2014,Lithuania
Compression,-0.440258783965428,1959 - 1964,Lithuania
Compression,-0.330254734167099,1964 - 1969,Lithuania
Compression,-0.574727841112,1969 - 1974,Lithuania
Compression,0.081641272696655,1974 - 1979,Lithuania
Compression,-0.0807696562017396,1979 - 1984,Lithuania
Compression,0.235183427656248,1984 - 1989,Lithuania
Compression,-0.502619825857673,1989 - 1994,Lithuania
Compression,0.38683608589825,1994 - 1999,Lithuania
Compression,-0.135876294644031,1999 - 2004,Lithuania
Compression,0.180042641782066,2004 - 2009,Lithuania
Compression,0.201160891175335,2009 - 2014,Lithuania
Shift,1.67218625980532,1959 - 1964,Lithuania
Shift,-2.08627717813928,1964 - 1969,Lithuania
Shift,-0.474040348328151,1969 - 1974,Lithuania
Shift,-1.35850515954007,1974 - 1979,Lithuania
Shift,-0.931388371319656,1979 - 1984,Lithuania
Shift,1.01855032015156,1984 - 1989,Lithuania
Shift,-3.97823771787073,1989 - 1994,Lithuania
Shift,3.14841578362965,1994 - 1999,Lithuania
Shift,-0.0340303527766448,1999 - 2004,Lithuania
Shift,0.520427080630477,2004 - 2009,Lithuania
Shift,1.64325173716737,2009 - 2014,Lithuania
infant mortlaiy initial,0.626893699883707,1959 - 1964,Poland
infant mortlaiy initial,0.308135643820313,1964 - 1969,Poland
infant mortlaiy initial,0.153648822591012,1969 - 1974,Poland
infant mortlaiy initial,0.0381765836747169,1974 - 1979,Poland
infant mortlaiy initial,0.079497703343058,1979 - 1984,Poland
infant mortlaiy initial,0.0632564173237887,1984 - 1989,Poland
infant mortlaiy initial,0.131551225366392,1989 - 1994,Poland
infant mortlaiy initial,0.145139474732554,1994 - 1999,Poland
infant mortlaiy initial,0.0511359749383362,1999 - 2004,Poland
infant mortlaiy initial,0.0358131566572462,2004 - 2009,Poland
infant mortlaiy initial,0.0248511654580241,2009 - 2014,Poland
infant mortality decrease,0.0893290712629768,1959 - 1964,Poland
infant mortality decrease,0.0368741006074853,1964 - 1969,Poland
infant mortality decrease,0.0713061738724633,1969 - 1974,Poland
infant mortality decrease,0.00953494413328524,1974 - 1979,Poland
infant mortality decrease,0.00239317771246056,1979 - 1984,Poland
infant mortality decrease,-0.0491760012848886,1984 - 1989,Poland
infant mortality decrease,-0.0180657380381665,1989 - 1994,Poland
infant mortality decrease,-0.0134874008043465,1994 - 1999,Poland
infant mortality decrease,0.017700986542593,1999 - 2004,Poland
infant mortality decrease,0.0113931350955284,2004 - 2009,Poland
infant mortality decrease,-0.00611390607621771,2009 - 2014,Poland
Background,0.851615091567311,1959 - 1964,Poland
Background,0.158032693595885,1964 - 1969,Poland
Background,0.118241159375487,1969 - 1974,Poland
Background,0.174570154477147,1974 - 1979,Poland
Background,0.409572338299899,1979 - 1984,Poland
Background,0.273396361952046,1984 - 1989,Poland
Background,0.0790319190124872,1989 - 1994,Poland
Background,3.43366866857096e-05,1994 - 1999,Poland
Background,5.93145102353138e-10,1999 - 2004,Poland
Background,-9.45450333912675e-11,2004 - 2009,Poland
Background,-4.49357909479336e-11,2009 - 2014,Poland
Compression,-0.099985953664575,1959 - 1964,Poland
Compression,-0.123413082715112,1964 - 1969,Poland
Compression,-0.102465092652399,1969 - 1974,Poland
Compression,-0.361559352089248,1974 - 1979,Poland
Compression,-0.0651746327702414,1979 - 1984,Poland
Compression,-0.172546657111782,1984 - 1989,Poland
Compression,0.0166462381866043,1989 - 1994,Poland
Compression,-0.0121064700817804,1994 - 1999,Poland
Compression,0.0752899969822333,1999 - 2004,Poland
Compression,0.00916763293562473,2004 - 2009,Poland
Compression,0.102011547497082,2009 - 2014,Poland
Shift,0.549415085888069,1959 - 1964,Poland
Shift,-0.481385179270566,1964 - 1969,Poland
Shift,0.57543214891172,1969 - 1974,Poland
Shift,-1.01230194148157,1974 - 1979,Poland
Shift,-0.51226784185628,1979 - 1984,Poland
Shift,-0.338323748724465,1984 - 1989,Poland
Shift,0.375093324953104,1989 - 1994,Poland
Shift,0.712054275511547,1994 - 1999,Poland
Shift,1.80483444521365,1999 - 2004,Poland
Shift,0.75938843699488,2004 - 2009,Poland
Shift,1.86224861408713,2009 - 2014,Poland
infant mortlaiy initial,0.187163052435129,1959 - 1964,Slovakia
infant mortlaiy initial,-0.0209098607469043,1964 - 1969,Slovakia
infant mortlaiy initial,0.0454043457855578,1969 - 1974,Slovakia
infant mortlaiy initial,0.0564219326435088,1974 - 1979,Slovakia
infant mortlaiy initial,0.107609501527843,1979 - 1984,Slovakia
infant mortlaiy initial,0.110511477367221,1984 - 1989,Slovakia
infant mortlaiy initial,0.054913757727582,1989 - 1994,Slovakia
infant mortlaiy initial,0.0908567601546123,1994 - 1999,Slovakia
infant mortlaiy initial,0.0631473894637973,1999 - 2004,Slovakia
infant mortlaiy initial,0.0020018708672159,2004 - 2009,Slovakia
infant mortlaiy initial,0.0264129580241165,2009 - 2014,Slovakia
infant mortality decrease,0.121191368818141,1959 - 1964,Slovakia
infant mortality decrease,0.0643091782216746,1964 - 1969,Slovakia
infant mortality decrease,0.0457537862759363,1969 - 1974,Slovakia
infant mortality decrease,0.00933726309370259,1974 - 1979,Slovakia
infant mortality decrease,-0.0122103297099594,1979 - 1984,Slovakia
infant mortality decrease,-0.0437896318211945,1984 - 1989,Slovakia
infant mortality decrease,0.000487924488430491,1989 - 1994,Slovakia
infant mortality decrease,-0.0596878008182657,1994 - 1999,Slovakia
infant mortality decrease,-0.0429381234928655,1999 - 2004,Slovakia
infant mortality decrease,0.0542039714448737,2004 - 2009,Slovakia
infant mortality decrease,0.0160083711104059,2009 - 2014,Slovakia
Background,0.177231789800387,1959 - 1964,Slovakia
Background,0.163945338813195,1964 - 1969,Slovakia
Background,0.473879933389322,1969 - 1974,Slovakia
Background,0.53326742044359,1974 - 1979,Slovakia
Background,0.524623559141007,1979 - 1984,Slovakia
Background,-0.00608143738979722,1984 - 1989,Slovakia
Background,-2.18835132552342e-09,1989 - 1994,Slovakia
Background,-0.00395619701159933,1994 - 1999,Slovakia
Background,-5.70296981731005e-06,1999 - 2004,Slovakia
Background,-4.57713415089105e-05,2004 - 2009,Slovakia
Background,-0.050197097453444,2009 - 2014,Slovakia
Compression,0.0393871687443579,1959 - 1964,Slovakia
Compression,-0.300746077545862,1964 - 1969,Slovakia
Compression,-0.162573291306354,1969 - 1974,Slovakia
Compression,-0.205188975768439,1974 - 1979,Slovakia
Compression,-0.209881602750499,1979 - 1984,Slovakia
Compression,-0.0842129399386821,1984 - 1989,Slovakia
Compression,0.0911870686415911,1989 - 1994,Slovakia
Compression,0.034614381933592,1994 - 1999,Slovakia
Compression,0.165442185857601,1999 - 2004,Slovakia
Compression,0.0199031439579924,2004 - 2009,Slovakia
Compression,0.172489619610853,2009 - 2014,Slovakia
Shift,1.19793092908714,1959 - 1964,Slovakia
Shift,-1.9138053290571,1964 - 1969,Slovakia
Shift,-0.36998207161763,1969 - 1974,Slovakia
Shift,-0.216310896879163,1974 - 1979,Slovakia
Shift,-0.98927467804193,1979 - 1984,Slovakia
Shift,-0.305284640512554,1984 - 1989,Slovakia
Shift,1.18769480351897,1989 - 1994,Slovakia
