"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"2 years"	"2"	"Female"	"F"	"2012"	"2012"	32266
	"2 years"	"2"	"Female"	"F"	"2013"	"2013"	33132
	"2 years"	"2"	"Female"	"F"	"2014"	"2014"	34506
	"2 years"	"2"	"Female"	"F"	"2015"	"2015"	33598
	"2 years"	"2"	"Female"	"F"	"2016"	"2016"	33938
	"2 years"	"2"	"Female"	"F"	"2017"	"2017"	33990
	"2 years"	"2"	"Female"	"F"	"2018"	"2018"	33989
	"2 years"	"2"	"Female"	"F"	"2019"	"2019"	34787
	"2 years"	"2"	"Female"	"F"	"2020"	"2020"	34787
	"2 years"	"2"	"Male"	"M"	"2011"	"2011"	32709
	"2 years"	"2"	"Male"	"M"	"2012"	"2012"	33107
	"2 years"	"2"	"Male"	"M"	"2013"	"2013"	34292
	"2 years"	"2"	"Male"	"M"	"2014"	"2014"	35871
	"2 years"	"2"	"Male"	"M"	"2015"	"2015"	34965
	"2 years"	"2"	"Male"	"M"	"2016"	"2016"	35292
	"2 years"	"2"	"Male"	"M"	"2017"	"2017"	35123
	"2 years"	"2"	"Male"	"M"	"2018"	"2018"	35375
	"2 years"	"2"	"Male"	"M"	"2019"	"2019"	35764
	"2 years"	"2"	"Male"	"M"	"2020"	"2020"	36701
	"3 years"	"3"	"Female"	"F"	"2011"	"2011"	32836
	"3 years"	"3"	"Female"	"F"	"2012"	"2012"	31730
	"3 years"	"3"	"Female"	"F"	"2013"	"2013"	32283
	"3 years"	"3"	"Female"	"F"	"2014"	"2014"	33168
	"3 years"	"3"	"Female"	"F"	"2015"	"2015"	34551
	"3 years"	"3"	"Female"	"F"	"2016"	"2016"	33637
	"3 years"	"3"	"Female"	"F"	"2017"	"2017"	33975
	"3 years"	"3"	"Female"	"F"	"2018"	"2018"	34023
	"3 years"	"3"	"Female"	"F"	"2019"	"2019"	34019
	"3 years"	"3"	"Female"	"F"	"2020"	"2020"	34806
	"3 years"	"3"	"Male"	"M"	"2011"	"2011"	34036
	"3 years"	"3"	"Male"	"M"	"2012"	"2012"	32720
	"3 years"	"3"	"Male"	"M"	"2013"	"2013"	33145
	"3 years"	"3"	"Male"	"M"	"2014"	"2014"	34329
	"3 years"	"3"	"Male"	"M"	"2015"	"2015"	35925
	"3 years"	"3"	"Male"	"M"	"2016"	"2016"	34996
	"3 years"	"3"	"Male"	"M"	"2017"	"2017"	35323
	"3 years"	"3"	"Male"	"M"	"2018"	"2018"	35153
	"3 years"	"3"	"Male"	"M"	"2019"	"2019"	35395
	"3 years"	"3"	"Male"	"M"	"2020"	"2020"	35786
	"4 years"	"4"	"Female"	"F"	"2011"	"2011"	33062
	"4 years"	"4"	"Female"	"F"	"2012"	"2012"	32851
	"4 years"	"4"	"Female"	"F"	"2013"	"2013"	31750
	"4 years"	"4"	"Female"	"F"	"2014"	"2014"	32312
	"4 years"	"4"	"Female"	"F"	"2015"	"2015"	33223
	"4 years"	"4"	"Female"	"F"	"2016"	"2016"	34607
	"4 years"	"4"	"Female"	"F"	"2017"	"2017"	33689
	"4 years"	"4"	"Female"	"F"	"2018"	"2018"	34026
	"4 years"	"4"	"Female"	"F"	"2019"	"2019"	34063
	"4 years"	"4"	"Female"	"F"	"2020"	"2020"	34049
	"4 years"	"4"	"Male"	"M"	"2011"	"2011"	34601
	"4 years"	"4"	"Male"	"M"	"2012"	"2012"	34040
	"4 years"	"4"	"Male"	"M"	"2013"	"2013"	32772
	"4 years"	"4"	"Male"	"M"	"2014"	"2014"	33207
	"4 years"	"4"	"Male"	"M"	"2015"	"2015"	34387
	"4 years"	"4"	"Male"	"M"	"2016"	"2016"	35953
	"4 years"	"4"	"Male"	"M"	"2017"	"2017"	35025
	"4 years"	"4"	"Male"	"M"	"2018"	"2018"	35352
	"4 years"	"4"	"Male"	"M"	"2019"	"2019"	35170
	"4 years"	"4"	"Male"	"M"	"2020"	"2020"	35407
	"5 years"	"5"	"Female"	"F"	"2011"	"2011"	32621
	"5 years"	"5"	"Female"	"F"	"2012"	"2012"	33084
	"5 years"	"5"	"Female"	"F"	"2013"	"2013"	32864
	"5 years"	"5"	"Female"	"F"	"2014"	"2014"	31769
	"5 years"	"5"	"Female"	"F"	"2015"	"2015"	32359
	"5 years"	"5"	"Female"	"F"	"2016"	"2016"	33293
	"5 years"	"5"	"Female"	"F"	"2017"	"2017"	34705
	"5 years"	"5"	"Female"	"F"	"2018"	"2018"	33769
	"5 years"	"5"	"Female"	"F"	"2019"	"2019"	34097
	"5 years"	"5"	"Female"	"F"	"2020"	"2020"	34120
	"5 years"	"5"	"Male"	"M"	"2011"	"2011"	33857
	"5 years"	"5"	"Male"	"M"	"2012"	"2012"	34604
	"5 years"	"5"	"Male"	"M"	"2013"	"2013"	34093
	"5 years"	"5"	"Male"	"M"	"2014"	"2014"	32826
	"5 years"	"5"	"Male"	"M"	"2015"	"2015"	33272
	"5 years"	"5"	"Male"	"M"	"2016"	"2016"	34431
	"5 years"	"5"	"Male"	"M"	"2017"	"2017"	35992
	"5 years"	"5"	"Male"	"M"	"2018"	"2018"	35060
	"5 years"	"5"	"Male"	"M"	"2019"	"2019"	35376
	"5 years"	"5"	"Male"	"M"	"2020"	"2020"	35188
	"6 years"	"6"	"Female"	"F"	"2011"	"2011"	32687
	"6 years"	"6"	"Female"	"F"	"2012"	"2012"	32653
	"6 years"	"6"	"Female"	"F"	"2013"	"2013"	33095
	"6 years"	"6"	"Female"	"F"	"2014"	"2014"	32890
	"6 years"	"6"	"Female"	"F"	"2015"	"2015"	31821
	"6 years"	"6"	"Female"	"F"	"2016"	"2016"	32424
	"6 years"	"6"	"Female"	"F"	"2017"	"2017"	33381
	"6 years"	"6"	"Female"	"F"	"2018"	"2018"	34776
	"6 years"	"6"	"Female"	"F"	"2019"	"2019"	33840
	"6 years"	"6"	"Female"	"F"	"2020"	"2020"	34154
	"6 years"	"6"	"Male"	"M"	"2011"	"2011"	33460
	"6 years"	"6"	"Male"	"M"	"2012"	"2012"	33869
	"6 years"	"6"	"Male"	"M"	"2013"	"2013"	34639
	"6 years"	"6"	"Male"	"M"	"2014"	"2014"	34120
	"6 years"	"6"	"Male"	"M"	"2015"	"2015"	32859
	"6 years"	"6"	"Male"	"M"	"2016"	"2016"	33308
	"6 years"	"6"	"Male"	"M"	"2017"	"2017"	34458
	"6 years"	"6"	"Male"	"M"	"2018"	"2018"	36022
	"6 years"	"6"	"Male"	"M"	"2019"	"2019"	35076
	"6 years"	"6"	"Male"	"M"	"2020"	"2020"	35391
	"7 years"	"7"	"Female"	"F"	"2011"	"2011"	31966
	"7 years"	"7"	"Female"	"F"	"2012"	"2012"	32725
	"7 years"	"7"	"Female"	"F"	"2013"	"2013"	32678
	"7 years"	"7"	"Female"	"F"	"2014"	"2014"	33136
	"7 years"	"7"	"Female"	"F"	"2015"	"2015"	32946
	"7 years"	"7"	"Female"	"F"	"2016"	"2016"	31888
	"7 years"	"7"	"Female"	"F"	"2017"	"2017"	32487
	"7 years"	"7"	"Female"	"F"	"2018"	"2018"	33432
	"7 years"	"7"	"Female"	"F"	"2019"	"2019"	34822
	"7 years"	"7"	"Female"	"F"	"2020"	"2020"	33882
	"7 years"	"7"	"Male"	"M"	"2011"	"2011"	32617
	"7 years"	"7"	"Male"	"M"	"2012"	"2012"	33479
	"7 years"	"7"	"Male"	"M"	"2013"	"2013"	33894
	"7 years"	"7"	"Male"	"M"	"2014"	"2014"	34653
	"7 years"	"7"	"Male"	"M"	"2015"	"2015"	34144
	"7 years"	"7"	"Male"	"M"	"2016"	"2016"	32880
	"7 years"	"7"	"Male"	"M"	"2017"	"2017"	33337
	"7 years"	"7"	"Male"	"M"	"2018"	"2018"	34486
	"7 years"	"7"	"Male"	"M"	"2019"	"2019"	36036
	"7 years"	"7"	"Male"	"M"	"2020"	"2020"	35090
	"8 years"	"8"	"Female"	"F"	"2011"	"2011"	31302
	"8 years"	"8"	"Female"	"F"	"2012"	"2012"	31997
	"8 years"	"8"	"Female"	"F"	"2013"	"2013"	32765
	"8 years"	"8"	"Female"	"F"	"2014"	"2014"	32710
	"8 years"	"8"	"Female"	"F"	"2015"	"2015"	33171
	"8 years"	"8"	"Female"	"F"	"2016"	"2016"	32986
	"8 years"	"8"	"Female"	"F"	"2017"	"2017"	31935
	"8 years"	"8"	"Female"	"F"	"2018"	"2018"	32527
	"8 years"	"8"	"Female"	"F"	"2019"	"2019"	33465
	"8 years"	"8"	"Female"	"F"	"2020"	"2020"	34848
	"8 years"	"8"	"Male"	"M"	"2011"	"2011"	32367
	"8 years"	"8"	"Male"	"M"	"2012"	"2012"	32657
	"8 years"	"8"	"Male"	"M"	"2013"	"2013"	33492
	"8 years"	"8"	"Male"	"M"	"2014"	"2014"	33921
	"8 years"	"8"	"Male"	"M"	"2015"	"2015"	34700
	"8 years"	"8"	"Male"	"M"	"2016"	"2016"	34192
	"8 years"	"8"	"Male"	"M"	"2017"	"2017"	32925
	"8 years"	"8"	"Male"	"M"	"2018"	"2018"	33366
	"8 years"	"8"	"Male"	"M"	"2019"	"2019"	34527
	"8 years"	"8"	"Male"	"M"	"2020"	"2020"	36065
	"9 years"	"9"	"Female"	"F"	"2011"	"2011"	30997
	"9 years"	"9"	"Female"	"F"	"2012"	"2012"	31320
	"9 years"	"9"	"Female"	"F"	"2013"	"2013"	32025
	"9 years"	"9"	"Female"	"F"	"2014"	"2014"	32788
	"9 years"	"9"	"Female"	"F"	"2015"	"2015"	32741
	"9 years"	"9"	"Female"	"F"	"2016"	"2016"	33218
	"9 years"	"9"	"Female"	"F"	"2017"	"2017"	33037
	"9 years"	"9"	"Female"	"F"	"2018"	"2018"	31984
	"9 years"	"9"	"Female"	"F"	"2019"	"2019"	32561
	"9 years"	"9"	"Female"	"F"	"2020"	"2020"	33490
	"9 years"	"9"	"Male"	"M"	"2011"	"2011"	32270
	"9 years"	"9"	"Male"	"M"	"2012"	"2012"	32410
	"9 years"	"9"	"Male"	"M"	"2013"	"2013"	32693
	"9 years"	"9"	"Male"	"M"	"2014"	"2014"	33542
	"9 years"	"9"	"Male"	"M"	"2015"	"2015"	33991
	"9 years"	"9"	"Male"	"M"	"2016"	"2016"	34768
	"9 years"	"9"	"Male"	"M"	"2017"	"2017"	34254
	"9 years"	"9"	"Male"	"M"	"2018"	"2018"	32972
	"9 years"	"9"	"Male"	"M"	"2019"	"2019"	33418
	"9 years"	"9"	"Male"	"M"	"2020"	"2020"	34568
	"10 years"	"10"	"Female"	"F"	"2011"	"2011"	31485
	"10 years"	"10"	"Female"	"F"	"2012"	"2012"	31035
	"10 years"	"10"	"Female"	"F"	"2013"	"2013"	31352
	"10 years"	"10"	"Female"	"F"	"2014"	"2014"	32068
	"10 years"	"10"	"Female"	"F"	"2015"	"2015"	32822
	"10 years"	"10"	"Female"	"F"	"2016"	"2016"	32790
	"10 years"	"10"	"Female"	"F"	"2017"	"2017"	33259
	"10 years"	"10"	"Female"	"F"	"2018"	"2018"	33074
	"10 years"	"10"	"Female"	"F"	"2019"	"2019"	32008
	"10 years"	"10"	"Female"	"F"	"2020"	"2020"	32580
	"10 years"	"10"	"Male"	"M"	"2011"	"2011"	32432
	"10 years"	"10"	"Male"	"M"	"2012"	"2012"	32286
	"10 years"	"10"	"Male"	"M"	"2013"	"2013"	32432
	"10 years"	"10"	"Male"	"M"	"2014"	"2014"	32725
	"10 years"	"10"	"Male"	"M"	"2015"	"2015"	33600
	"10 years"	"10"	"Male"	"M"	"2016"	"2016"	34058
	"10 years"	"10"	"Male"	"M"	"2017"	"2017"	34823
	"10 years"	"10"	"Male"	"M"	"2018"	"2018"	34307
	"10 years"	"10"	"Male"	"M"	"2019"	"2019"	33015
	"10 years"	"10"	"Male"	"M"	"2020"	"2020"	33449
	"11 years"	"11"	"Female"	"F"	"2011"	"2011"	32025
	"11 years"	"11"	"Female"	"F"	"2012"	"2012"	31542
	"11 years"	"11"	"Female"	"F"	"2013"	"2013"	31077
	"11 years"	"11"	"Female"	"F"	"2014"	"2014"	31393
	"11 years"	"11"	"Female"	"F"	"2015"	"2015"	32100
	"11 years"	"11"	"Female"	"F"	"2016"	"2016"	32845
	"11 years"	"11"	"Female"	"F"	"2017"	"2017"	32817
	"11 years"	"11"	"Female"	"F"	"2018"	"2018"	33285
	"11 years"	"11"	"Female"	"F"	"2019"	"2019"	33082
	"11 years"	"11"	"Female"	"F"	"2020"	"2020"	32014
	"11 years"	"11"	"Male"	"M"	"2011"	"2011"	33388
	"11 years"	"11"	"Male"	"M"	"2012"	"2012"	32432
	"11 years"	"11"	"Male"	"M"	"2013"	"2013"	32285
	"11 years"	"11"	"Male"	"M"	"2014"	"2014"	32463
	"11 years"	"11"	"Male"	"M"	"2015"	"2015"	32776
	"11 years"	"11"	"Male"	"M"	"2016"	"2016"	33661
	"11 years"	"11"	"Male"	"M"	"2017"	"2017"	34118
	"11 years"	"11"	"Male"	"M"	"2018"	"2018"	34868
	"11 years"	"11"	"Male"	"M"	"2019"	"2019"	34345
	"11 years"	"11"	"Male"	"M"	"2020"	"2020"	33048
	"12 years"	"12"	"Female"	"F"	"2011"	"2011"	31346
	"12 years"	"12"	"Female"	"F"	"2012"	"2012"	32072
	"12 years"	"12"	"Female"	"F"	"2013"	"2013"	31586
	"12 years"	"12"	"Female"	"F"	"2014"	"2014"	31101
	"12 years"	"12"	"Female"	"F"	"2015"	"2015"	31423
	"12 years"	"12"	"Female"	"F"	"2016"	"2016"	32130
	"12 years"	"12"	"Female"	"F"	"2017"	"2017"	32878
	"12 years"	"12"	"Female"	"F"	"2018"	"2018"	32851
	"12 years"	"12"	"Female"	"F"	"2019"	"2019"	33304
	"12 years"	"12"	"Female"	"F"	"2020"	"2020"	33093
	"12 years"	"12"	"Male"	"M"	"2011"	"2011"	32280
	"12 years"	"12"	"Male"	"M"	"2012"	"2012"	33399
	"12 years"	"12"	"Male"	"M"	"2013"	"2013"	32446
	"12 years"	"12"	"Male"	"M"	"2014"	"2014"	32320
	"12 years"	"12"	"Male"	"M"	"2015"	"2015"	32516
	"12 years"	"12"	"Male"	"M"	"2016"	"2016"	32838
	"12 years"	"12"	"Male"	"M"	"2017"	"2017"	33709
	"12 years"	"12"	"Male"	"M"	"2018"	"2018"	34156
	"12 years"	"12"	"Male"	"M"	"2019"	"2019"	34904
	"12 years"	"12"	"Male"	"M"	"2020"	"2020"	34375
	"13 years"	"13"	"Female"	"F"	"2011"	"2011"	31414
	"13 years"	"13"	"Female"	"F"	"2012"	"2012"	31390
	"13 years"	"13"	"Female"	"F"	"2013"	"2013"	32105
	"13 years"	"13"	"Female"	"F"	"2014"	"2014"	31605
	"13 years"	"13"	"Female"	"F"	"2015"	"2015"	31128
	"13 years"	"13"	"Female"	"F"	"2016"	"2016"	31451
	"13 years"	"13"	"Female"	"F"	"2017"	"2017"	32167
	"13 years"	"13"	"Female"	"F"	"2018"	"2018"	32904
	"13 years"	"13"	"Female"	"F"	"2019"	"2019"	32874
	"13 years"	"13"	"Female"	"F"	"2020"	"2020"	33320
	"13 years"	"13"	"Male"	"M"	"2011"	"2011"	32272
	"13 years"	"13"	"Male"	"M"	"2012"	"2012"	32304
	"13 years"	"13"	"Male"	"M"	"2013"	"2013"	33431
	"13 years"	"13"	"Male"	"M"	"2014"	"2014"	32500
	"13 years"	"13"	"Male"	"M"	"2015"	"2015"	32377
	"13 years"	"13"	"Male"	"M"	"2016"	"2016"	32588
	"13 years"	"13"	"Male"	"M"	"2017"	"2017"	32891
	"13 years"	"13"	"Male"	"M"	"2018"	"2018"	33744
	"13 years"	"13"	"Male"	"M"	"2019"	"2019"	34195
	"13 years"	"13"	"Male"	"M"	"2020"	"2020"	34932
	"14 years"	"14"	"Female"	"F"	"2011"	"2011"	30950
	"14 years"	"14"	"Female"	"F"	"2012"	"2012"	31447
	"14 years"	"14"	"Female"	"F"	"2013"	"2013"	31408
	"14 years"	"14"	"Female"	"F"	"2014"	"2014"	32120
	"14 years"	"14"	"Female"	"F"	"2015"	"2015"	31642
	"14 years"	"14"	"Female"	"F"	"2016"	"2016"	31164
	"14 years"	"14"	"Female"	"F"	"2017"	"2017"	31484
	"14 years"	"14"	"Female"	"F"	"2018"	"2018"	32193
	"14 years"	"14"	"Female"	"F"	"2019"	"2019"	32925
	"14 years"	"14"	"Female"	"F"	"2020"	"2020"	32889
	"14 years"	"14"	"Male"	"M"	"2011"	"2011"	32094
	"14 years"	"14"	"Male"	"M"	"2012"	"2012"	32293
	"14 years"	"14"	"Male"	"M"	"2013"	"2013"	32319
	"14 years"	"14"	"Male"	"M"	"2014"	"2014"	33464
	"14 years"	"14"	"Male"	"M"	"2015"	"2015"	32549
	"14 years"	"14"	"Male"	"M"	"2016"	"2016"	32451
	"14 years"	"14"	"Male"	"M"	"2017"	"2017"	32638
	"14 years"	"14"	"Male"	"M"	"2018"	"2018"	32933
	"14 years"	"14"	"Male"	"M"	"2019"	"2019"	33776
	"14 years"	"14"	"Male"	"M"	"2020"	"2020"	34221
	"15 years"	"15"	"Female"	"F"	"2011"	"2011"	30726
	"15 years"	"15"	"Female"	"F"	"2012"	"2012"	30980
	"15 years"	"15"	"Female"	"F"	"2013"	"2013"	31471
	"15 years"	"15"	"Female"	"F"	"2014"	"2014"	31462
	"15 years"	"15"	"Female"	"F"	"2015"	"2015"	32181
	"15 years"	"15"	"Female"	"F"	"2016"	"2016"	31708
	"15 years"	"15"	"Female"	"F"	"2017"	"2017"	31201
	"15 years"	"15"	"Female"	"F"	"2018"	"2018"	31516
	"15 years"	"15"	"Female"	"F"	"2019"	"2019"	32219
	"15 years"	"15"	"Female"	"F"	"2020"	"2020"	32944
	"15 years"	"15"	"Male"	"M"	"2011"	"2011"	32217
	"15 years"	"15"	"Male"	"M"	"2012"	"2012"	32100
	"15 years"	"15"	"Male"	"M"	"2013"	"2013"	32307
	"15 years"	"15"	"Male"	"M"	"2014"	"2014"	32359
	"15 years"	"15"	"Male"	"M"	"2015"	"2015"	33529
	"15 years"	"15"	"Male"	"M"	"2016"	"2016"	32627
	"15 years"	"15"	"Male"	"M"	"2017"	"2017"	32541
	"15 years"	"15"	"Male"	"M"	"2018"	"2018"	32707
	"15 years"	"15"	"Male"	"M"	"2019"	"2019"	32990
	"15 years"	"15"	"Male"	"M"	"2020"	"2020"	33817
	"16 years"	"16"	"Female"	"F"	"2011"	"2011"	31481
	"16 years"	"16"	"Female"	"F"	"2012"	"2012"	30767
	"16 years"	"16"	"Female"	"F"	"2013"	"2013"	31016
	"16 years"	"16"	"Female"	"F"	"2014"	"2014"	31551
	"16 years"	"16"	"Female"	"F"	"2015"	"2015"	31547
	"16 years"	"16"	"Female"	"F"	"2016"	"2016"	32270
	"16 years"	"16"	"Female"	"F"	"2017"	"2017"	31739
	"16 years"	"16"	"Female"	"F"	"2018"	"2018"	31233
	"16 years"	"16"	"Female"	"F"	"2019"	"2019"	31541
	"16 years"	"16"	"Female"	"F"	"2020"	"2020"	32239
	"16 years"	"16"	"Male"	"M"	"2011"	"2011"	32961
	"16 years"	"16"	"Male"	"M"	"2012"	"2012"	32270
	"16 years"	"16"	"Male"	"M"	"2013"	"2013"	32162
	"16 years"	"16"	"Male"	"M"	"2014"	"2014"	32402
	"16 years"	"16"	"Male"	"M"	"2015"	"2015"	32457
	"16 years"	"16"	"Male"	"M"	"2016"	"2016"	33624
	"16 years"	"16"	"Male"	"M"	"2017"	"2017"	32744
	"16 years"	"16"	"Male"	"M"	"2018"	"2018"	32638
	"16 years"	"16"	"Male"	"M"	"2019"	"2019"	32790
	"16 years"	"16"	"Male"	"M"	"2020"	"2020"	33056
	"17 years"	"17"	"Female"	"F"	"2011"	"2011"	32406
	"17 years"	"17"	"Female"	"F"	"2012"	"2012"	31522
	"17 years"	"17"	"Female"	"F"	"2013"	"2013"	30806
	"17 years"	"17"	"Female"	"F"	"2014"	"2014"	31096
	"17 years"	"17"	"Female"	"F"	"2015"	"2015"	31643
	"17 years"	"17"	"Female"	"F"	"2016"	"2016"	31653
	"17 years"	"17"	"Female"	"F"	"2017"	"2017"	32315
	"17 years"	"17"	"Female"	"F"	"2018"	"2018"	31772
	"17 years"	"17"	"Female"	"F"	"2019"	"2019"	31266
	"17 years"	"17"	"Female"	"F"	"2020"	"2020"	31561
	"17 years"	"17"	"Male"	"M"	"2011"	"2011"	33822
	"17 years"	"17"	"Male"	"M"	"2012"	"2012"	33040
	"17 years"	"17"	"Male"	"M"	"2013"	"2013"	32383
	"17 years"	"17"	"Male"	"M"	"2014"	"2014"	32285
	"17 years"	"17"	"Male"	"M"	"2015"	"2015"	32551
	"17 years"	"17"	"Male"	"M"	"2016"	"2016"	32567
	"17 years"	"17"	"Male"	"M"	"2017"	"2017"	33733
	"17 years"	"17"	"Male"	"M"	"2018"	"2018"	32845
	"17 years"	"17"	"Male"	"M"	"2019"	"2019"	32717
	"17 years"	"17"	"Male"	"M"	"2020"	"2020"	32850
	"18 years"	"18"	"Female"	"F"	"2011"	"2011"	33102
	"18 years"	"18"	"Female"	"F"	"2012"	"2012"	32436
	"18 years"	"18"	"Female"	"F"	"2013"	"2013"	31563
	"18 years"	"18"	"Female"	"F"	"2014"	"2014"	30886
	"18 years"	"18"	"Female"	"F"	"2015"	"2015"	31201
	"18 years"	"18"	"Female"	"F"	"2016"	"2016"	31751
	"18 years"	"18"	"Female"	"F"	"2017"	"2017"	31718
	"18 years"	"18"	"Female"	"F"	"2018"	"2018"	32370
	"18 years"	"18"	"Female"	"F"	"2019"	"2019"	31810
	"18 years"	"18"	"Female"	"F"	"2020"	"2020"	31305
	"18 years"	"18"	"Male"	"M"	"2011"	"2011"	35144
	"18 years"	"18"	"Male"	"M"	"2012"	"2012"	33876
	"18 years"	"18"	"Male"	"M"	"2013"	"2013"	33108
	"18 years"	"18"	"Male"	"M"	"2014"	"2014"	32477
	"18 years"	"18"	"Male"	"M"	"2015"	"2015"	32453
	"18 years"	"18"	"Male"	"M"	"2016"	"2016"	32705
	"18 years"	"18"	"Male"	"M"	"2017"	"2017"	32696
	"18 years"	"18"	"Male"	"M"	"2018"	"2018"	33849
	"18 years"	"18"	"Male"	"M"	"2019"	"2019"	32945
	"18 years"	"18"	"Male"	"M"	"2020"	"2020"	32787
	"19 years"	"19"	"Female"	"F"	"2011"	"2011"	33877
	"19 years"	"19"	"Female"	"F"	"2012"	"2012"	33135
	"19 years"	"19"	"Female"	"F"	"2013"	"2013"	32486
	"19 years"	"19"	"Female"	"F"	"2014"	"2014"	31649
	"19 years"	"19"	"Female"	"F"	"2015"	"2015"	30974
	"19 years"	"19"	"Female"	"F"	"2016"	"2016"	31265
	"19 years"	"19"	"Female"	"F"	"2017"	"2017"	31810
	"19 years"	"19"	"Female"	"F"	"2018"	"2018"	31757
	"19 years"	"19"	"Female"	"F"	"2019"	"2019"	32404
	"19 years"	"19"	"Female"	"F"	"2020"	"2020"	31830
	"19 years"	"19"	"Male"	"M"	"2011"	"2011"	36633
	"19 years"	"19"	"Male"	"M"	"2012"	"2012"	35206
	"19 years"	"19"	"Male"	"M"	"2013"	"2013"	33914
	"19 years"	"19"	"Male"	"M"	"2014"	"2014"	33167
	"19 years"	"19"	"Male"	"M"	"2015"	"2015"	32639
	"19 years"	"19"	"Male"	"M"	"2016"	"2016"	32604
	"19 years"	"19"	"Male"	"M"	"2017"	"2017"	32794
	"19 years"	"19"	"Male"	"M"	"2018"	"2018"	32790
	"19 years"	"19"	"Male"	"M"	"2019"	"2019"	33934
	"19 years"	"19"	"Male"	"M"	"2020"	"2020"	33008
	"20 years"	"20"	"Female"	"F"	"2011"	"2011"	33468
	"20 years"	"20"	"Female"	"F"	"2012"	"2012"	33925
	"20 years"	"20"	"Female"	"F"	"2013"	"2013"	33188
	"20 years"	"20"	"Female"	"F"	"2014"	"2014"	32552
	"20 years"	"20"	"Female"	"F"	"2015"	"2015"	31758
	"20 years"	"20"	"Female"	"F"	"2016"	"2016"	31033
	"20 years"	"20"	"Female"	"F"	"2017"	"2017"	31317
	"20 years"	"20"	"Female"	"F"	"2018"	"2018"	31856
	"20 years"	"20"	"Female"	"F"	"2019"	"2019"	31789
	"20 years"	"20"	"Female"	"F"	"2020"	"2020"	32428
	"20 years"	"20"	"Male"	"M"	"2011"	"2011"	36532
	"20 years"	"20"	"Male"	"M"	"2012"	"2012"	36738
	"20 years"	"20"	"Male"	"M"	"2013"	"2013"	35299
	"20 years"	"20"	"Male"	"M"	"2014"	"2014"	33954
	"20 years"	"20"	"Male"	"M"	"2015"	"2015"	33299
	"20 years"	"20"	"Male"	"M"	"2016"	"2016"	32742
	"20 years"	"20"	"Male"	"M"	"2017"	"2017"	32649
	"20 years"	"20"	"Male"	"M"	"2018"	"2018"	32859
