Gender,Age,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
M,5,326,299,315,292,321,290,300,294,291,306
M,6,283,243,275,271,283,282,242,248,266,252
M,7,256,288,252,273,241,271,267,243,243,240
M,8,273,239,260,254,269,289,248,236,251,213
M,9,242,251,281,267,263,245,242,265,239,234
M,10,255,249,232,256,274,276,294,249,291,275
M,11,301,271,259,279,266,279,304,247,324,323
M,12,326,301,324,310,293,313,383,337,351,353
M,13,397,379,381,421,394,387,428,393,394,497
M,14,520,516,498,505,549,509,561,569,536,669
M,15,654,696,698,654,723,771,796,789,754,899
M,16,1039,962,931,995,988,1073,1169,1021,1040,1269
M,17,1392,1319,1301,1258,1409,1442,1411,1434,1353,1636
M,18,2049,1971,1729,1800,1841,2040,2018,1971,1972,2328
M,19,2484,2276,2100,2121,2226,2387,2455,2165,2242,2819
M,20,2567,2553,2411,2370,2500,2602,2633,2383,2452,3009
M,21,2875,2857,2787,2722,2851,3150,2864,2775,2871,3413
M,22,3021,3086,2933,2987,3134,3275,3115,2950,2909,3517
M,23,2965,2830,3025,3058,3251,3524,3387,3142,2979,3694
M,24,2878,2906,2949,3152,3423,3749,3655,3378,3176,3900
M,25,2904,2891,2913,3112,3471,3924,3851,3546,3481,4143
M,26,2946,2983,2986,3099,3296,3798,4102,3772,3696,4349
M,27,2875,2948,3056,3034,3412,3927,4147,4117,3864,4714
M,28,2942,2990,3014,3165,3364,4030,4170,4142,4129,5019
M,29,3025,3139,3054,3209,3630,3832,4115,4052,4272,5329
M,30,3037,3089,3203,3153,3506,3960,4033,4198,4301,5570
M,31,3107,3208,3221,3423,3575,4011,4244,4089,4282,5637
M,32,3111,3159,3208,3368,3738,4147,4432,4235,4269,5522
M,33,3062,3189,3400,3441,3832,4219,4453,4338,4410,5692
M,34,3076,3187,3407,3693,3957,4409,4602,4375,4647,5857
M,35,3061,3228,3363,3592,4026,4468,4661,4697,4671,5925
M,36,3181,3339,3386,3658,3949,4564,4809,4696,4854,6071
M,37,3345,3481,3435,3653,4015,4560,4920,4879,5066,6489
M,38,3653,3526,3576,3640,4058,4567,4831,5124,5281,6530
M,39,4113,3794,3784,3957,4142,4650,4884,5127,5369,7051
M,40,4632,4355,4146,4093,4282,4597,5074,5040,5628,7231
M,41,4856,4888,4564,4623,4547,4927,5045,5198,5385,7171
M,42,5114,5142,5329,4938,4933,4954,5236,5196,5655,7124
M,43,5460,5398,5597,5576,5401,5708,5464,5489,5558,7395
M,44,5800,5778,5892,5963,6317,6220,5868,5930,5969,7507
M,45,6735,6260,6220,6376,6635,6937,6870,6477,6309,8018
M,46,7611,7167,7100,6863,7135,7499,7680,7310,6937,8443
M,47,8896,8320,7960,7625,7407,7800,8282,8172,7793,9253
M,48,9657,9404,9052,8591,8202,8380,8450,8719,8843,10562
M,49,10615,10236,10199,9826,9428,9153,8941,9291,9476,11878
M,50,11747,11516,11307,11064,10767,10279,9935,9701,9940,12657
M,51,12603,12718,12453,12268,12164,11557,11297,10605,10653,13097
M,52,13678,13670,13472,13248,13209,13268,12566,11936,11605,14021
M,53,14602,14419,14622,14762,14524,14413,14244,13554,12550,15089
M,54,15565,15504,15612,15754,16076,15800,15539,15265,14741,16826
M,55,16365,16982,16879,17023,17123,17335,17001,16734,16534,19091
M,56,17542,17497,18074,18230,18224,18283,18374,18158,17793,21168
M,57,17791,18287,18656,19492,19693,19808,19776,19889,19341,22489
M,58,18349,19214,19912,20199,20611,20868,20854,21133,20908,24355
M,59,19082,19763,20475,21048,21521,22356,22382,22347,22479,26557
M,60,19768,20375,21148,21923,22515,22875,23683,23537,23299,28354
M,61,20051,20848,21784,22921,23323,24337,24309,25083,25181,30080
M,62,20897,21706,22432,23310,24065,24890,25388,26097,26654,31422
M,63,22472,22438,23058,23948,25306,25337,26512,27437,27524,33504
M,64,24324,23841,23907,24104,25245,26295,27056,27858,28212,34107
M,65,20066,25435,25036,25236,25976,26756,27527,28364,29113,34987
M,66,20755,21560,27466,26739,26986,27052,27805,29154,29767,36153
M,67,22425,22227,22837,28743,28284,28132,28708,29459,30240,36489
M,68,24757,23802,23613,24301,30528,29863,29696,29869,30695,37251
M,69,23370,25891,25372,24783,25856,32586,31522,31702,31123,37856
M,70,23568,24721,27596,26678,26504,26854,34188,33290,32921,39186
M,71,23663,24478,26559,29102,28756,28167,28792,36251,34789,40638
M,72,24589,24875,25971,27953,30898,29906,29455,30308,37706,43199
M,73,25556,25535,26303,27479,29580,32437,31658,31179,31566,46529
M,74,25527,26411,27145,27634,28979,30989,34580,33335,32327,39711
M,75,26695,26619,27945,28656,29511,30756,32363,36291,34576,39754
M,76,28124,27670,28156,29307,30203,30677,31884,34251,37415,42877
M,77,27726,29068,29587,29653,31079,31459,32283,33845,35401,46442
M,78,29262,28667,30527,30434,31046,31783,32945,33257,34513,44183
M,79,30564,30400,29951,31209,31880,32176,34030,34328,34591,42495
M,80,32434,31593,31636,31140,33120,33035,33752,35018,35264,42411
M,81,33738,33010,33025,32497,32996,33672,34438,34624,35972,42685
M,82,34067,34147,34661,33631,33750,32898,35325,35372,35419,42913
M,83,35081,34486,34784,34540,34644,33700,34510,35491,35821,42570
M,84,35002,35021,35068,35363,35617,34663,35141,34711,36128,42528
M,85,34405,34609,35041,34341,35498,34866,35384,35113,34590,42593
M,86,33626,33604,34794,34590,34676,35058,35686,35139,34592,39831
M,87,32653,32911,33487,33579,34900,33753,35162,34673,34712,39480
M,88,30358,31445,31927,31952,33152,32916,33508,34258,33815,38795
M,89,28823,28757,30037,30147,30706,31470,32211,31816,32171,37196
M,90,26069,27030,27340,27636,28690,28742,29853,29999,29487,34852
M,91,22511,23789,24468,24624,25871,26088,26409,27236,27308,31528
M,92,18351,19602,21530,21966,22541,22897,24090,23641,24250,28214
M,93,15295,15708,17525,18714,19604,19433,20246,20766,20790,24433
M,94,12148,13120,13187,14447,15970,16177,16675,17162,17440,20117
M,95,9303,9970,10726,10651,12316,12795,13694,13731,14151,16436
M,96,7136,7545,7783,8462,8722,9608,10480,10958,10902,12916
M,97,5147,5457,5662,6070,6574,6496,7532,8084,8259,9535
M,98,3460,3907,3943,4258,4474,4867,4971,5564,5978,6880
M,99,2401,2556,2665,2785,3071,3143,3528,3483,3764,4795
M,100,3739,4093,4347,4563,4939,5046,5437,5695,5956,7319
